Title,release_year,Genre,Overview,Rating,Original_Language
Doomsday,2008,"Action, Thriller, Science Fiction","The lethal Reaper virus spreads throughout Britain—infecting millions and killing hundreds of thousands. Authorities brutally and successfully quarantine the country but, three decades later, the virus resurfaces in a major city. An elite group of specialists is urgently dispatched into the still-quarantined country to retrieve a cure by any means necessary. Shut off from the rest of the world, the unit must battle through a landscape that has become a waking nightmare.",5.9,en
Four Good Days,2021,Drama,A mother helps her daughter work through four crucial days of recovery from substance abuse.,7,en
Behind the Trees,2019,"Horror, Thriller, Mystery","While on a romantic getaway in the Indian wilderness, a couple from Los Angeles accidentally witnesses the haunting exorcism of an 11-year old girl. They decide to rescue her.",5.6,en
Falcon Rising,2014,"Adventure, Action","Chapman is an ex-marine in Brazil's slums, battling the yakuza outfit who attacked his sister and left her for dead.",6.2,en
Convoy,1978,"Action, Comedy","Truckers form a mile long ""convoy"" in support of a trucker's vendetta with an abusive sheriff...Based on the country song of same title by C.W. McCall.",6.4,en
The Decameron,1971,"History, Drama, Comedy","A young Sicilian is swindled twice, but ends up rich; a man poses as a deaf-mute in a convent of curious nuns; a woman must hide her lover when her husband comes home early; a scoundrel fools a priest on his deathbed; three brothers take revenge on their sister's lover; a young girl sleeps on the roof to meet her boyfriend at night; a group of painters wait for inspiration; a crafty priest attempts to seduce his friend's wife; and two friends make a pact to find out what happens after death.",7,it
The Silence,2019,"Horror, Drama, Thriller, Fantasy","With the world under attack by deadly creatures who hunt by sound, a teen and her family seek refuge outside the city and encounter a mysterious cult.",6,en
The Counselor,2013,"Thriller, Crime, Drama",A lawyer finds himself in far over his head when he attempts to get involved in drug trafficking.,5.2,en
Heist,2015,Action,"A father is without the means to pay for his daughter's medical treatment. As a last resort, he partners with a greedy co-worker to rob a casino. When things go awry they're forced to hijack a city bus.",6.1,en
Heathers,1989,"Comedy, Crime","A girl who halfheartedly tries to be part of the ""in crowd"" of her school meets a rebel who teaches her a more devious way to play social politics: by killing the popular kids.",7.3,en
Tolkien,2019,"War, Drama, History, Romance","England, early 20th century. The future writer and philologist John Ronald Reuel Tolkien (1892-1973) and three of his schoolmates create a strong bond between them as they share the same passion for literature and art, a true fellowship that strengthens as they grow up, but the outbreak of World War I threatens to shatter it.",7,en
Hell or High Water,2016,"Western, Crime",A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.,7.3,en
Footloose,1984,"Drama, Romance","When teenager Ren and his family move from big-city Chicago to a small town in the West, he's in for a real case of culture shock after discovering he's living in a place where music and dancing are illegal.",6.6,en
The Cable Guy,1996,"Comedy, Drama, Thriller","When recently single Steven moves into his new apartment, cable guy Chip comes to hook him up—and doesn't let go. Initially, Chip is just overzealous in his desire to be Steven's pal, but when Steven tries to end the 'friendship', Chip shows his dark side. He begins stalking Steven, who's left to fend for himself because no one else can believe Chip's capable of such behaviour.",5.9,en
Dracula 2000,2000,"Thriller, Horror","Abraham Van Helsing, who has tangled with Count Dracula in the past, works as an English antiques dealer. Simon is a vampire hunter in training under his apprenticeship.",5.1,en
Asterix: The Secret of the Magic Potion,2018,"Family, Animation, Comedy, Adventure","Following a fall during mistletoe picking, Druid Getafix decides that it is time to secure the future of the village. Accompanied by Asterix and Obelix, he undertakes to travel the Gallic world in search of a talented young druid to transmit the Secret of the Magic Potion.",6.9,fr
Charlotte's Web,2006,"Comedy, Family, Fantasy","Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.",6.2,en
I Give It a Year,2013,"Comedy, Romance","After a quick courtship, two lovers hastily decide to tie the knot. As their first year of marriage unfolds, temptation and incompatibility put their relationship in jeopardy.",5.5,en
Trick 'r Treat,2007,"Horror, Comedy","Four interwoven stories that occur on Halloween: an everyday high school principal has a secret life as a serial killer; a college virgin might have just met the one guy for her; a group of teenagers pull a mean prank, and a bitter old recluse receives an uninvited guest.",6.9,en
The Family,2013,"Crime, Comedy, Action","The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the witness protection program, where fitting in soon becomes challenging as their old habits die hard.",6.4,en
A Time to Kill,1996,"Crime, Drama, Thriller","A young lawyer defends a black man accused of murdering two white men who raped his 10-year-old daughter, sparking a rebirth of the KKK.",7.4,en
Catch.44,2011,"Drama, Action, Thriller","The lives of three female assassins take a sudden turn when their charming boss lures them into one last job. They soon find themselves thrust into a bizarre situation involving a psychotic hit man, a grizzled trucker and a delusional line cook.",5.1,en
Crimson Tide,1995,"War, Thriller, Action, Drama","On a US nuclear missile sub, a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so.",7.2,en
Mortal,2020,"Action, Fantasy, Thriller",A young boy must discover the origins of his extraordinary powers before he is captured by authorities hell-bent on condemning him for an accidental murder.,6.5,en
Big Brother,2018,"Action, Drama, Comedy","A soldier-turned-high school teacher uses unusual methods to reach to a class of poor students, while dealing with a greedy entrepreneur and his gang of fighters as well as the government.",7.7,zh
The Witches,1990,"Adventure, Fantasy, Horror, Family","A young boy named Luke and his grandmother go on vacation only to discover their hotel is hosting an international witch convention, where the Grand High Witch is unveiling her master plan to turn all children into mice. Will Luke fall victim to the witches' plot before he can stop them?",6.9,en
Meet the Fockers,2004,"Comedy, Romance","Hard-to-crack ex-CIA man Jack Byrnes and his wife Dina head for the warmer climes of Florida to meet the parents of their son-in-law-to-be, Greg Focker. Unlike their happily matched offspring, the future in-laws find themselves in a situation of opposites that definitely do not attract.",6.2,en
Soy Libre,2022,Documentary,"Arnaud, he's my little brother. One day I realized that he was already big. He was born where one does not choose, and seeks what should have been. Free.",0,fr
Vampires Suck,2010,Comedy,"Becca, an anxious, non-vampire teen is torn between two boys. Before she can choose, Becca must get around her controlling father, who embarrasses Becca by treating her like a child. Meanwhile, Becca's friends contend with their own romantic issues - all of which collide at the prom.",4.2,en
Procession,2021,Documentary,Six men who were sexually abused by Catholic clergy as boys find empowerment by creating short films inspired by their trauma.,6.1,en
